msg_id,thread_id,sent_at,from_addr,to_addr,subject,body
M00346,TH00173,2024-01-10,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-01,"Confirmed. We can supply 145.5 MT mustard stalk at Rs 2355 per MT, delivery by 10-Jan-2024."
M00347,TH00174,2024-01-18,purchase@marudharbiofuels.in,nakoda@example.in,Requirement mustard stalk 2024-01,Please confirm availability of 289.5 MT mustard stalk for delivery by 18-Jan-2024.
M00348,TH00174,2024-01-18,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-01,Accepted. 289.5 MT mustard stalk @ Rs 2282 PMT. Delivery 18-Jan-2024 positive.
M00349,TH00175,2024-01-16,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-01,We need 273.7 MT of rice husk. Can you commit by 16-Jan-2024?
M00350,TH00175,2024-01-16,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-01,Accepted. 273.7 MT rice husk @ Rs 2071 PMT. Delivery 16-Jan-2024 positive.
M00351,TH00176,2024-01-16,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2024-01,Please confirm availability of 249.6 MT rice husk for delivery by 16-Jan-2024.
M00352,TH00176,2024-01-16,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-01,Accepted. 249.6 MT rice husk @ Rs 2009 PMT. Delivery 16-Jan-2024 positive.
M00353,TH00177,2024-02-22,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2024-02,We need 161.4 MT of rice husk. Can you commit by 22-Feb-2024?
M00354,TH00177,2024-02-22,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,Accepted. 161.4 MT rice husk @ Rs 2057 PMT. Delivery 22-Feb-2024 positive.
M00355,TH00178,2024-02-15,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-02,We need 313.0 MT of rice husk. Can you commit by 15-Feb-2024?
M00356,TH00178,2024-02-15,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,"Confirmed. We can supply 313.0 MT rice husk at Rs 2020 per MT, delivery by 15-Feb-2024."
M00357,TH00179,2024-02-16,purchase@marudharbiofuels.in,om@example.in,Requirement rice husk 2024-02,We need 238.7 MT of rice husk. Can you commit by 16-Feb-2024?
M00358,TH00179,2024-02-16,om@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,"Yes sir, 238.7 MT available. Rate Rs 2002/MT. Will dispatch before 16-Feb-2024."
M00359,TH00180,2024-02-14,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2024-02,Please confirm availability of 208.3 MT mustard stalk for delivery by 14-Feb-2024.
M00360,TH00180,2024-02-14,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,Ok for 208.3 MT at Rs 2375 per tonne. Loading will start before 14-Feb-2024.
M00361,TH00181,2024-02-12,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-02,Please confirm availability of 395.2 MT mustard stalk for delivery by 12-Feb-2024.
M00362,TH00181,2024-02-12,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,"Yes sir, 395.2 MT available. Rate Rs 2336/MT. Will dispatch before 12-Feb-2024."
M00363,TH00182,2024-02-19,purchase@marudharbiofuels.in,khatu@example.in,Requirement rice husk 2024-02,Please confirm availability of 274.6 MT rice husk for delivery by 19-Feb-2024.
M00364,TH00182,2024-02-19,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,"Yes sir, 274.6 MT available. Rate Rs 2068/MT. Will dispatch before 19-Feb-2024."
M00365,TH00183,2024-02-18,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2024-02,Please confirm availability of 168.4 MT rice husk for delivery by 18-Feb-2024.
M00366,TH00183,2024-02-18,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,Accepted. 168.4 MT rice husk @ Rs 2092 PMT. Delivery 18-Feb-2024 positive.
M00367,TH00184,2024-02-14,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-02,We need 245.0 MT of mustard stalk. Can you commit by 14-Feb-2024?
M00368,TH00184,2024-02-14,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,"Yes sir, 245.0 MT available. Rate Rs 2347/MT. Will dispatch before 14-Feb-2024."
M00369,TH00185,2024-02-28,purchase@marudharbiofuels.in,nakoda@example.in,Requirement mustard stalk 2024-02,"Requirement 125.6 MT mustard stalk, delivery on or before 28-Feb-2024. Kindly confirm rate."
M00370,TH00185,2024-02-28,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,"Yes sir, 125.6 MT available. Rate Rs 2400/MT. Will dispatch before 28-Feb-2024."
M00371,TH00186,2024-02-13,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2024-02,We need 275.7 MT of rice husk. Can you commit by 13-Feb-2024?
M00372,TH00186,2024-02-13,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,Ok for 275.7 MT at Rs 2067 per tonne. Loading will start before 13-Feb-2024.
M00373,TH00187,2024-02-19,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-02,We need 297.0 MT of rice husk. Can you commit by 19-Feb-2024?
M00374,TH00187,2024-02-19,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,"Yes sir, 297.0 MT available. Rate Rs 2099/MT. Will dispatch before 19-Feb-2024."
M00375,TH00188,2024-02-17,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-02,Please confirm availability of 197.1 MT mustard stalk for delivery by 17-Feb-2024.
M00376,TH00188,2024-02-17,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,"Yes sir, 197.1 MT available. Rate Rs 2409/MT. Will dispatch before 17-Feb-2024."
M00377,TH00189,2024-02-22,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2024-02,"Requirement 340.0 MT rice husk, delivery on or before 22-Feb-2024. Kindly confirm rate."
M00378,TH00189,2024-02-22,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,Ok for 340.0 MT at Rs 2038 per tonne. Loading will start before 22-Feb-2024.
M00379,TH00190,2024-02-20,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-02,We need 227.1 MT of mustard stalk. Can you commit by 20-Feb-2024?
M00380,TH00190,2024-02-20,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,Accepted. 227.1 MT mustard stalk @ Rs 2404 PMT. Delivery 20-Feb-2024 positive.
M00381,TH00191,2024-02-24,purchase@marudharbiofuels.in,jai@example.in,Requirement mustard stalk 2024-02,Please confirm availability of 213.2 MT mustard stalk for delivery by 24-Feb-2024.
M00382,TH00191,2024-02-24,jai@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,"Confirmed. We can supply 213.2 MT mustard stalk at Rs 2338 per MT, delivery by 24-Feb-2024."
M00383,TH00192,2024-02-10,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-02,"Requirement 226.6 MT rice husk, delivery on or before 10-Feb-2024. Kindly confirm rate."
M00384,TH00192,2024-02-10,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,Accepted. 226.6 MT rice husk @ Rs 2045 PMT. Delivery 10-Feb-2024 positive.
M00385,TH00193,2024-02-24,purchase@marudharbiofuels.in,jai@example.in,Requirement mustard stalk 2024-02,"Requirement 311.6 MT mustard stalk, delivery on or before 24-Feb-2024. Kindly confirm rate."
M00386,TH00193,2024-02-24,jai@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,"Yes sir, 311.6 MT available. Rate Rs 2335/MT. Will dispatch before 24-Feb-2024."
M00387,TH00194,2024-02-17,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2024-02,Please confirm availability of 199.0 MT mustard stalk for delivery by 17-Feb-2024.
M00388,TH00194,2024-02-17,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,Ok for 199.0 MT at Rs 2287 per tonne. Loading will start before 17-Feb-2024.
M00389,TH00195,2024-02-21,purchase@marudharbiofuels.in,shri@example.in,Requirement rice husk 2024-02,We need 197.1 MT of rice husk. Can you commit by 21-Feb-2024?
M00390,TH00195,2024-02-21,shri@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,Ok for 197.1 MT at Rs 2093 per tonne. Loading will start before 21-Feb-2024.
M00391,TH00196,2024-02-24,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-02,"Requirement 309.8 MT mustard stalk, delivery on or before 24-Feb-2024. Kindly confirm rate."
M00392,TH00196,2024-02-24,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-02,Accepted. 309.8 MT mustard stalk @ Rs 2396 PMT. Delivery 24-Feb-2024 positive.
M00393,TH00197,2024-02-10,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2024-02,"Requirement 284.3 MT rice husk, delivery on or before 10-Feb-2024. Kindly confirm rate."
M00394,TH00197,2024-02-10,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-02,Ok for 284.3 MT at Rs 2068 per tonne. Loading will start before 10-Feb-2024.
M00395,TH00198,2024-03-20,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement rice husk 2024-03,We need 375.4 MT of rice husk. Can you commit by 20-Mar-2024?
M00396,TH00198,2024-03-20,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,"Yes sir, 375.4 MT available. Rate Rs 2002/MT. Will dispatch before 20-Mar-2024."
M00397,TH00199,2024-03-25,purchase@marudharbiofuels.in,jai@example.in,Requirement mustard stalk 2024-03,Please confirm availability of 186.7 MT mustard stalk for delivery by 25-Mar-2024.
M00398,TH00199,2024-03-25,jai@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-03,"Confirmed. We can supply 186.7 MT mustard stalk at Rs 2227 per MT, delivery by 25-Mar-2024."
M00399,TH00200,2024-03-26,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-03,"Requirement 277.1 MT rice husk, delivery on or before 26-Mar-2024. Kindly confirm rate."
M00400,TH00200,2024-03-26,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,Accepted. 277.1 MT rice husk @ Rs 2014 PMT. Delivery 26-Mar-2024 positive.
M00401,TH00201,2024-03-13,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-03,We need 214.2 MT of mustard stalk. Can you commit by 13-Mar-2024?
M00402,TH00201,2024-03-13,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-03,"Confirmed. We can supply 214.2 MT mustard stalk at Rs 2314 per MT, delivery by 13-Mar-2024."
M00403,TH00202,2024-03-19,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2024-03,We need 193.3 MT of rice husk. Can you commit by 19-Mar-2024?
M00404,TH00202,2024-03-19,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,"Confirmed. We can supply 193.3 MT rice husk at Rs 1943 per MT, delivery by 19-Mar-2024."
M00405,TH00203,2024-03-13,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2024-03,"Requirement 321.7 MT rice husk, delivery on or before 13-Mar-2024. Kindly confirm rate."
M00406,TH00203,2024-03-13,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,Accepted. 321.7 MT rice husk @ Rs 1911 PMT. Delivery 13-Mar-2024 positive.
M00407,TH00204,2024-03-17,purchase@marudharbiofuels.in,khatu@example.in,Requirement rice husk 2024-03,Please confirm availability of 324.8 MT rice husk for delivery by 17-Mar-2024.
M00408,TH00204,2024-03-17,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,"Yes sir, 324.8 MT available. Rate Rs 1961/MT. Will dispatch before 17-Mar-2024."
M00409,TH00205,2024-03-28,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-03,We need 388.8 MT of mustard stalk. Can you commit by 28-Mar-2024?
M00410,TH00205,2024-03-28,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-03,"Yes sir, 388.8 MT available. Rate Rs 2250/MT. Will dispatch before 28-Mar-2024."
M00411,TH00206,2024-03-10,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-03,"Requirement 394.7 MT rice husk, delivery on or before 10-Mar-2024. Kindly confirm rate."
M00412,TH00206,2024-03-10,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,"Yes sir, 394.7 MT available. Rate Rs 1957/MT. Will dispatch before 10-Mar-2024."
M00413,TH00207,2024-03-11,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2024-03,We need 401.5 MT of rice husk. Can you commit by 11-Mar-2024?
M00414,TH00207,2024-03-11,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,"Yes sir, 401.5 MT available. Rate Rs 2011/MT. Will dispatch before 11-Mar-2024."
M00415,TH00208,2024-03-17,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2024-03,"Requirement 214.8 MT rice husk, delivery on or before 17-Mar-2024. Kindly confirm rate."
M00416,TH00208,2024-03-17,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,"Confirmed. We can supply 214.8 MT rice husk at Rs 1954 per MT, delivery by 17-Mar-2024."
M00417,TH00209,2024-03-15,purchase@marudharbiofuels.in,jai@example.in,Requirement mustard stalk 2024-03,"Requirement 284.9 MT mustard stalk, delivery on or before 15-Mar-2024. Kindly confirm rate."
M00418,TH00209,2024-03-15,jai@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-03,"Yes sir, 284.9 MT available. Rate Rs 2210/MT. Will dispatch before 15-Mar-2024."
M00419,TH00210,2024-03-13,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement rice husk 2024-03,We need 354.8 MT of rice husk. Can you commit by 13-Mar-2024?
M00420,TH00210,2024-03-13,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,"Confirmed. We can supply 354.8 MT rice husk at Rs 1960 per MT, delivery by 13-Mar-2024."
M00421,TH00211,2024-03-17,purchase@marudharbiofuels.in,nakoda@example.in,Requirement rice husk 2024-03,Please confirm availability of 140.6 MT rice husk for delivery by 17-Mar-2024.
M00422,TH00211,2024-03-17,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,"Confirmed. We can supply 140.6 MT rice husk at Rs 1930 per MT, delivery by 17-Mar-2024."
M00423,TH00212,2024-03-19,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2024-03,Please confirm availability of 389.7 MT rice husk for delivery by 19-Mar-2024.
M00424,TH00212,2024-03-19,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,"Yes sir, 389.7 MT available. Rate Rs 1945/MT. Will dispatch before 19-Mar-2024."
M00425,TH00213,2024-03-27,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-03,Please confirm availability of 346.2 MT rice husk for delivery by 27-Mar-2024.
M00426,TH00213,2024-03-27,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-03,Ok for 346.2 MT at Rs 1948 per tonne. Loading will start before 27-Mar-2024.
M00427,TH00214,2024-04-13,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2024-04,We need 381.9 MT of rice husk. Can you commit by 13-Apr-2024?
M00428,TH00214,2024-04-13,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,"Yes sir, 381.9 MT available. Rate Rs 2106/MT. Will dispatch before 13-Apr-2024."
M00429,TH00215,2024-04-25,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement rice husk 2024-04,We need 368.7 MT of rice husk. Can you commit by 25-Apr-2024?
M00430,TH00215,2024-04-25,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,Accepted. 368.7 MT rice husk @ Rs 2097 PMT. Delivery 25-Apr-2024 positive.
M00431,TH00216,2024-04-15,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2024-04,"Requirement 416.5 MT rice husk, delivery on or before 15-Apr-2024. Kindly confirm rate."
M00432,TH00216,2024-04-15,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,"Yes sir, 416.5 MT available. Rate Rs 2080/MT. Will dispatch before 15-Apr-2024."
M00433,TH00217,2024-04-27,purchase@marudharbiofuels.in,jai@example.in,Requirement mustard stalk 2024-04,We need 282.3 MT of mustard stalk. Can you commit by 27-Apr-2024?
M00434,TH00217,2024-04-27,jai@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-04,Ok for 282.3 MT at Rs 2302 per tonne. Loading will start before 27-Apr-2024.
M00435,TH00218,2024-04-20,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-04,We need 397.9 MT of rice husk. Can you commit by 20-Apr-2024?
M00436,TH00218,2024-04-20,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,Accepted. 397.9 MT rice husk @ Rs 2111 PMT. Delivery 20-Apr-2024 positive.
M00437,TH00219,2024-04-12,purchase@marudharbiofuels.in,khatu@example.in,Requirement rice husk 2024-04,"Requirement 391.8 MT rice husk, delivery on or before 12-Apr-2024. Kindly confirm rate."
M00438,TH00219,2024-04-12,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,"Confirmed. We can supply 391.8 MT rice husk at Rs 2063 per MT, delivery by 12-Apr-2024."
M00439,TH00220,2024-04-18,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-04,We need 342.2 MT of rice husk. Can you commit by 18-Apr-2024?
M00440,TH00220,2024-04-18,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,Ok for 342.2 MT at Rs 2043 per tonne. Loading will start before 18-Apr-2024.
M00441,TH00221,2024-04-11,purchase@marudharbiofuels.in,khatu@example.in,Requirement rice husk 2024-04,Please confirm availability of 126.2 MT rice husk for delivery by 11-Apr-2024.
M00442,TH00221,2024-04-11,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,"Confirmed. We can supply 126.2 MT rice husk at Rs 2047 per MT, delivery by 11-Apr-2024."
M00443,TH00222,2024-04-10,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-04,"Requirement 295.4 MT mustard stalk, delivery on or before 10-Apr-2024. Kindly confirm rate."
M00444,TH00222,2024-04-10,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-04,Accepted. 295.4 MT mustard stalk @ Rs 2354 PMT. Delivery 10-Apr-2024 positive.
M00445,TH00223,2024-04-19,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2024-04,"Requirement 308.8 MT mustard stalk, delivery on or before 19-Apr-2024. Kindly confirm rate."
M00446,TH00223,2024-04-19,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-04,"Yes sir, 308.8 MT available. Rate Rs 2421/MT. Will dispatch before 19-Apr-2024."
M00447,TH00224,2024-04-19,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2024-04,"Requirement 363.1 MT rice husk, delivery on or before 19-Apr-2024. Kindly confirm rate."
M00448,TH00224,2024-04-19,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,Ok for 363.1 MT at Rs 2018 per tonne. Loading will start before 19-Apr-2024.
M00449,TH00225,2024-04-14,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2024-04,"Requirement 271.7 MT rice husk, delivery on or before 14-Apr-2024. Kindly confirm rate."
M00450,TH00225,2024-04-14,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,Ok for 271.7 MT at Rs 2104 per tonne. Loading will start before 14-Apr-2024.
M00451,TH00226,2024-04-18,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-04,Please confirm availability of 147.9 MT rice husk for delivery by 18-Apr-2024.
M00452,TH00226,2024-04-18,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,"Confirmed. We can supply 147.9 MT rice husk at Rs 2022 per MT, delivery by 18-Apr-2024."
M00453,TH00227,2024-04-20,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-04,We need 343.7 MT of rice husk. Can you commit by 20-Apr-2024?
M00454,TH00227,2024-04-20,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,"Yes sir, 343.7 MT available. Rate Rs 2039/MT. Will dispatch before 20-Apr-2024."
M00455,TH00228,2024-04-26,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement mustard stalk 2024-04,Please confirm availability of 301.5 MT mustard stalk for delivery by 26-Apr-2024.
M00456,TH00228,2024-04-26,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-04,Ok for 301.5 MT at Rs 2355 per tonne. Loading will start before 26-Apr-2024.
M00457,TH00229,2024-04-16,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2024-04,"Requirement 270.1 MT mustard stalk, delivery on or before 16-Apr-2024. Kindly confirm rate."
M00458,TH00229,2024-04-16,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-04,Accepted. 270.1 MT mustard stalk @ Rs 2323 PMT. Delivery 16-Apr-2024 positive.
M00459,TH00230,2024-04-17,purchase@marudharbiofuels.in,khatu@example.in,Requirement rice husk 2024-04,"Requirement 274.8 MT rice husk, delivery on or before 17-Apr-2024. Kindly confirm rate."
M00460,TH00230,2024-04-17,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,Ok for 274.8 MT at Rs 2062 per tonne. Loading will start before 17-Apr-2024.
M00461,TH00231,2024-04-24,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2024-04,"Requirement 187.1 MT rice husk, delivery on or before 24-Apr-2024. Kindly confirm rate."
M00462,TH00231,2024-04-24,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,"Yes sir, 187.1 MT available. Rate Rs 2008/MT. Will dispatch before 24-Apr-2024."
M00463,TH00232,2024-04-14,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement rice husk 2024-04,We need 370.6 MT of rice husk. Can you commit by 14-Apr-2024?
M00464,TH00232,2024-04-14,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,Ok for 370.6 MT at Rs 2092 per tonne. Loading will start before 14-Apr-2024.
M00465,TH00233,2024-04-18,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement rice husk 2024-04,"Requirement 171.3 MT rice husk, delivery on or before 18-Apr-2024. Kindly confirm rate."
M00466,TH00233,2024-04-18,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,"Confirmed. We can supply 171.3 MT rice husk at Rs 2096 per MT, delivery by 18-Apr-2024."
M00467,TH00234,2024-04-27,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2024-04,Please confirm availability of 187.2 MT rice husk for delivery by 27-Apr-2024.
M00468,TH00234,2024-04-27,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-04,Ok for 187.2 MT at Rs 1998 per tonne. Loading will start before 27-Apr-2024.
M00469,TH00235,2024-04-22,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2024-04,Please confirm availability of 347.9 MT mustard stalk for delivery by 22-Apr-2024.
M00470,TH00235,2024-04-22,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-04,"Yes sir, 347.9 MT available. Rate Rs 2321/MT. Will dispatch before 22-Apr-2024."
M00471,TH00236,2024-05-22,purchase@marudharbiofuels.in,jai@example.in,Requirement mustard stalk 2024-05,We need 138.7 MT of mustard stalk. Can you commit by 22-May-2024?
M00472,TH00236,2024-05-22,jai@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-05,"Yes sir, 138.7 MT available. Rate Rs 2388/MT. Will dispatch before 22-May-2024."
M00473,TH00237,2024-05-27,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2024-05,"Requirement 270.1 MT rice husk, delivery on or before 27-May-2024. Kindly confirm rate."
M00474,TH00237,2024-05-27,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-05,Accepted. 270.1 MT rice husk @ Rs 2087 PMT. Delivery 27-May-2024 positive.
M00475,TH00238,2024-05-25,purchase@marudharbiofuels.in,nakoda@example.in,Requirement mustard stalk 2024-05,Please confirm availability of 247.1 MT mustard stalk for delivery by 25-May-2024.
M00476,TH00238,2024-05-25,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-05,"Confirmed. We can supply 247.1 MT mustard stalk at Rs 2451 per MT, delivery by 25-May-2024."
M00477,TH00239,2024-05-26,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-05,We need 174.7 MT of mustard stalk. Can you commit by 26-May-2024?
M00478,TH00239,2024-05-26,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-05,"Yes sir, 174.7 MT available. Rate Rs 2393/MT. Will dispatch before 26-May-2024."
M00479,TH00240,2024-05-16,purchase@marudharbiofuels.in,khatu@example.in,Requirement rice husk 2024-05,We need 126.2 MT of rice husk. Can you commit by 16-May-2024?
M00480,TH00240,2024-05-16,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-05,"Yes sir, 126.2 MT available. Rate Rs 2118/MT. Will dispatch before 16-May-2024."
M00481,TH00241,2024-05-16,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2024-05,Please confirm availability of 358.5 MT mustard stalk for delivery by 16-May-2024.
M00482,TH00241,2024-05-16,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-05,"Confirmed. We can supply 358.5 MT mustard stalk at Rs 2388 per MT, delivery by 16-May-2024."
M00483,TH00242,2024-05-27,purchase@marudharbiofuels.in,salasar@example.in,Requirement mustard stalk 2024-05,We need 141.5 MT of mustard stalk. Can you commit by 27-May-2024?
M00484,TH00242,2024-05-27,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-05,Ok for 141.5 MT at Rs 2463 per tonne. Loading will start before 27-May-2024.
M00485,TH00243,2024-05-23,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2024-05,"Requirement 375.5 MT rice husk, delivery on or before 23-May-2024. Kindly confirm rate."
M00486,TH00243,2024-05-23,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2024-05,Accepted. 375.5 MT rice husk @ Rs 2172 PMT. Delivery 23-May-2024 positive.
M00487,TH00244,2024-05-14,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2024-05,"Requirement 198.2 MT mustard stalk, delivery on or before 14-May-2024. Kindly confirm rate."
M00488,TH00244,2024-05-14,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2024-05,"Yes sir, 198.2 MT available. Rate Rs 2470/MT. Will dispatch before 14-May-2024."
M00489,TH00245,2024-05-23,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2024-05,We need 175.8 MT of rice husk. Can you commit by 23-May-2024?
